longitude,latitude,city,wrb4_code,physical_available_water_capacity,basic_organic_carbon,basic_c/n_ratio,texture_clay,texture_sand,texture_coarse_fragments,physical_reference_bulk_density,chemical_cation_exchange_capacity,chemical_clay_cec,chemical_total_exchangeable_bases,chemical_base_saturation,chemical_exchangeable_sodium_percentage,chemical_aluminum_saturation,salinity_electrical_conductivity,salinity_total_carbon_equivalent,salinity_gypsum_content,Ortalama En Yüksek Sıcaklık (°C)_Eylül,Ortalama En Yüksek Sıcaklık (°C)_Aralık,Ortalama En Düşük Sıcaklık (°C)_Ağustos,Ortalama Güneşlenme Süresi (saat)_Ağustos,Ortalama Güneşlenme Süresi (saat)_Aralık,Ortalama Yağışlı Gün Sayısı_Şubat,Ortalama Yağışlı Gün Sayısı_Mart,Ortalama Yağışlı Gün Sayısı_Nisan,Ortalama Yağışlı Gün Sayısı_Ağustos,Ortalama Yağışlı Gün Sayısı_Kasım,Ortalama Yağışlı Gün Sayısı_Yıllık,Aylık Toplam Yağış Miktarı Ortalaması (mm)_Nisan,Aylık Toplam Yağış Miktarı Ortalaması (mm)_Mayıs,Aylık Toplam Yağış Miktarı Ortalaması (mm)_Haziran,Aylık Toplam Yağış Miktarı Ortalaması (mm)_Ağustos,Aylık Toplam Yağış Miktarı Ortalaması (mm)_Eylül,Aylık Toplam Yağış Miktarı Ortalaması (mm)_Ekim,Aylık Toplam Yağış Miktarı Ortalaması (mm)_Aralık,Aylık Toplam Yağış Miktarı Ortalaması (mm)_Yıllık
40.4,38.8,Bingöl,CMca,165,1.054,9.0,20.0,44.0,7.0,1.71,15.0,59.0,39.0,100.0,2.0,0.0,1.0,11.2,2.1,29.9,5.2,19.1,8.9,3.3,10.37,13.43,15.17,1.57,8.47,104.6,110.5,82.5,21.3,5.1,15.4,65.3,133.3,935.1
40.4,39.0,Bingöl,CMca,165,1.054,9.0,20.0,44.0,7.0,1.71,15.0,59.0,39.0,100.0,2.0,0.0,1.0,11.2,2.1,29.9,5.2,19.1,8.9,3.3,10.37,13.43,15.17,1.57,8.47,104.6,110.5,82.5,21.3,5.1,15.4,65.3,133.3,935.1
40.4,39.2,Bingöl,CMca,165,1.054,9.0,20.0,44.0,7.0,1.71,15.0,59.0,39.0,100.0,2.0,0.0,1.0,11.2,2.1,29.9,5.2,19.1,8.9,3.3,10.37,13.43,15.17,1.57,8.47,104.6,110.5,82.5,21.3,5.1,15.4,65.3,133.3,935.1
40.4,39.4,Bingöl,CMca,165,1.054,9.0,20.0,44.0,7.0,1.71,15.0,59.0,39.0,100.0,2.0,0.0,1.0,11.2,2.1,29.9,5.2,19.1,8.9,3.3,10.37,13.43,15.17,1.57,8.47,104.6,110.5,82.5,21.3,5.1,15.4,65.3,133.3,935.1
40.4,39.6,Erzincan,LPeu,34,2.384,12.0,14.0,50.0,19.0,1.6,14.0,68.0,8.0,72.0,4.0,0.0,1.0,5.8,0.3,28.1,5.1,16.8,8.9,2.9,9.3,12.1,14.43,3.47,7.7,108.0,54.2,57.2,25.2,6.6,17.5,41.9,25.7,380.1
40.4,39.8,Erzincan,LPeu,34,2.384,12.0,14.0,50.0,19.0,1.6,14.0,68.0,8.0,72.0,4.0,0.0,1.0,5.8,0.3,28.1,5.1,16.8,8.9,2.9,9.3,12.1,14.43,3.47,7.7,108.0,54.2,57.2,25.2,6.6,17.5,41.9,25.7,380.1
40.4,40.0,Bayburt,LPeu,34,2.384,12.0,14.0,50.0,19.0,1.6,14.0,68.0,8.0,72.0,4.0,0.0,1.0,5.8,0.3,24.2,2.1,11.6,0.0,0.0,8.17,10.23,13.87,4.77,7.57,107.5,67.5,78.5,47.0,16.8,23.0,47.1,30.1,475.6
40.4,40.2,Bayburt,LPeu,34,2.384,12.0,14.0,50.0,19.0,1.6,14.0,68.0,8.0,72.0,4.0,0.0,1.0,5.8,0.3,24.2,2.1,11.6,0.0,0.0,8.17,10.23,13.87,4.77,7.57,107.5,67.5,78.5,47.0,16.8,23.0,47.1,30.1,475.6
40.4,40.4,Bayburt,LPeu,34,2.384,12.0,14.0,50.0,19.0,1.6,14.0,68.0,8.0,72.0,4.0,0.0,1.0,5.8,0.3,24.2,2.1,11.6,0.0,0.0,8.17,10.23,13.87,4.77,7.57,107.5,67.5,78.5,47.0,16.8,23.0,47.1,30.1,475.6
40.6,37.2,Mardin,CLha,150,0.697,9.0,18.0,49.0,12.0,1.68,14.0,67.0,38.0,100.0,2.0,0.0,1.0,13.9,0.2,30.7,8.8,25.5,11.7,4.4,10.17,10.47,10.27,0.3,7.23,75.4,66.8,51.7,8.8,4.2,5.4,31.7,101.0,610.1
40.6,37.4,Mardin,CLha,150,0.697,9.0,18.0,49.0,12.0,1.68,14.0,67.0,38.0,100.0,2.0,0.0,1.0,13.9,0.2,30.7,8.8,25.5,11.7,4.4,10.17,10.47,10.27,0.3,7.23,75.4,66.8,51.7,8.8,4.2,5.4,31.7,101.0,610.1
40.6,37.6,Diyarbakır,LPrz,34,3.027,13.0,27.0,36.0,19.0,1.81,24.0,48.0,29.0,96.0,1.0,0.0,1.0,26.5,0.3,33.4,9.2,21.2,11.0,3.7,11.1,12.8,12.43,0.6,8.2,93.9,63.1,50.0,10.8,0.4,8.4,37.3,75.2,498.4
40.6,37.8,Diyarbakır,LPrz,34,3.027,13.0,27.0,36.0,19.0,1.81,24.0,48.0,29.0,96.0,1.0,0.0,1.0,26.5,0.3,33.4,9.2,21.2,11.0,3.7,11.1,12.8,12.43,0.6,8.2,93.9,63.1,50.0,10.8,0.4,8.4,37.3,75.2,498.4
40.6,38.0,Diyarbakır,LPrz,34,3.027,13.0,27.0,36.0,19.0,1.81,24.0,48.0,29.0,96.0,1.0,0.0,1.0,26.5,0.3,33.4,9.2,21.2,11.0,3.7,11.1,12.8,12.43,0.6,8.2,93.9,63.1,50.0,10.8,0.4,8.4,37.3,75.2,498.4
40.6,38.2,Diyarbakır,LPrz,34,3.027,13.0,27.0,36.0,19.0,1.81,24.0,48.0,29.0,96.0,1.0,0.0,1.0,26.5,0.3,33.4,9.2,21.2,11.0,3.7,11.1,12.8,12.43,0.6,8.2,93.9,63.1,50.0,10.8,0.4,8.4,37.3,75.2,498.4
40.6,38.4,Diyarbakır,LPrz,34,3.027,13.0,27.0,36.0,19.0,1.81,24.0,48.0,29.0,96.0,1.0,0.0,1.0,26.5,0.3,33.4,9.2,21.2,11.0,3.7,11.1,12.8,12.43,0.6,8.2,93.9,63.1,50.0,10.8,0.4,8.4,37.3,75.2,498.4
40.6,38.6,Bingöl,CMeu,140,2.573,14.0,14.0,40.0,15.0,1.59,18.0,74.0,14.0,75.0,1.0,0.0,2.0,0.0,1.6,29.9,5.2,19.1,8.9,3.3,10.37,13.43,15.17,1.57,8.47,104.6,110.5,82.5,21.3,5.1,15.4,65.3,133.3,935.1
40.6,38.8,Bingöl,CMeu,140,2.573,14.0,14.0,40.0,15.0,1.59,18.0,74.0,14.0,75.0,1.0,0.0,2.0,0.0,1.6,29.9,5.2,19.1,8.9,3.3,10.37,13.43,15.17,1.57,8.47,104.6,110.5,82.5,21.3,5.1,15.4,65.3,133.3,935.1
40.6,39.0,Bingöl,CMeu,140,2.573,14.0,14.0,40.0,15.0,1.59,18.0,74.0,14.0,75.0,1.0,0.0,2.0,0.0,1.6,29.9,5.2,19.1,8.9,3.3,10.37,13.43,15.17,1.57,8.47,104.6,110.5,82.5,21.3,5.1,15.4,65.3,133.3,935.1
40.6,39.2,Bingöl,CMeu,140,2.573,14.0,14.0,40.0,15.0,1.59,18.0,74.0,14.0,75.0,1.0,0.0,2.0,0.0,1.6,29.9,5.2,19.1,8.9,3.3,10.37,13.43,15.17,1.57,8.47,104.6,110.5,82.5,21.3,5.1,15.4,65.3,133.3,935.1
40.6,39.4,Bingöl,CMeu,140,2.573,14.0,14.0,40.0,15.0,1.59,18.0,74.0,14.0,75.0,1.0,0.0,2.0,0.0,1.6,29.9,5.2,19.1,8.9,3.3,10.37,13.43,15.17,1.57,8.47,104.6,110.5,82.5,21.3,5.1,15.4,65.3,133.3,935.1
40.6,39.6,Erzincan,CMcr,159,1.181,11.0,29.0,44.0,5.0,1.84,17.0,42.0,15.0,80.0,2.0,0.0,1.0,0.0,1.6,28.1,5.1,16.8,8.9,2.9,9.3,12.1,14.43,3.47,7.7,108.0,54.2,57.2,25.2,6.6,17.5,41.9,25.7,380.1
40.6,39.8,Erzurum,CMcr,159,1.181,11.0,29.0,44.0,5.0,1.84,17.0,42.0,15.0,80.0,2.0,0.0,1.0,0.0,1.6,23.7,-1.2,10.0,10.2,2.9,9.8,12.27,16.93,7.9,8.5,133.3,56.2,72.4,42.1,16.5,22.7,46.8,21.3,396.0
40.6,40.0,Erzurum,CMcr,159,1.181,11.0,29.0,44.0,5.0,1.84,17.0,42.0,15.0,80.0,2.0,0.0,1.0,0.0,1.6,23.7,-1.2,10.0,10.2,2.9,9.8,12.27,16.93,7.9,8.5,133.3,56.2,72.4,42.1,16.5,22.7,46.8,21.3,396.0
40.6,40.2,Bayburt,CMcr,159,1.181,11.0,29.0,44.0,5.0,1.84,17.0,42.0,15.0,80.0,2.0,0.0,1.0,0.0,1.6,24.2,2.1,11.6,0.0,0.0,8.17,10.23,13.87,4.77,7.57,107.5,67.5,78.5,47.0,16.8,23.0,47.1,30.1,475.6
40.6,40.4,Erzurum,CMcr,159,1.181,11.0,29.0,44.0,5.0,1.84,17.0,42.0,15.0,80.0,2.0,0.0,1.0,0.0,1.6,23.7,-1.2,10.0,10.2,2.9,9.8,12.27,16.93,7.9,8.5,133.3,56.2,72.4,42.1,16.5,22.7,46.8,21.3,396.0
40.8,37.2,Mardin,CLha,150,0.697,9.0,18.0,49.0,12.0,1.68,14.0,67.0,38.0,100.0,2.0,0.0,1.0,13.9,0.2,30.7,8.8,25.5,11.7,4.4,10.17,10.47,10.27,0.3,7.23,75.4,66.8,51.7,8.8,4.2,5.4,31.7,101.0,610.1
40.8,37.4,Mardin,CLha,150,0.697,9.0,18.0,49.0,12.0,1.68,14.0,67.0,38.0,100.0,2.0,0.0,1.0,13.9,0.2,30.7,8.8,25.5,11.7,4.4,10.17,10.47,10.27,0.3,7.23,75.4,66.8,51.7,8.8,4.2,5.4,31.7,101.0,610.1
40.8,37.6,Mardin,LPrz,34,3.027,13.0,27.0,36.0,19.0,1.81,24.0,48.0,29.0,96.0,1.0,0.0,1.0,26.5,0.3,30.7,8.8,25.5,11.7,4.4,10.17,10.47,10.27,0.3,7.23,75.4,66.8,51.7,8.8,4.2,5.4,31.7,101.0,610.1
40.8,37.8,Diyarbakır,LPrz,34,3.027,13.0,27.0,36.0,19.0,1.81,24.0,48.0,29.0,96.0,1.0,0.0,1.0,26.5,0.3,33.4,9.2,21.2,11.0,3.7,11.1,12.8,12.43,0.6,8.2,93.9,63.1,50.0,10.8,0.4,8.4,37.3,75.2,498.4
40.8,38.0,Diyarbakır,LPrz,34,3.027,13.0,27.0,36.0,19.0,1.81,24.0,48.0,29.0,96.0,1.0,0.0,1.0,26.5,0.3,33.4,9.2,21.2,11.0,3.7,11.1,12.8,12.43,0.6,8.2,93.9,63.1,50.0,10.8,0.4,8.4,37.3,75.2,498.4
40.8,38.2,Diyarbakır,LPrz,34,3.027,13.0,27.0,36.0,19.0,1.81,24.0,48.0,29.0,96.0,1.0,0.0,1.0,26.5,0.3,33.4,9.2,21.2,11.0,3.7,11.1,12.8,12.43,0.6,8.2,93.9,63.1,50.0,10.8,0.4,8.4,37.3,75.2,498.4
40.8,38.4,Diyarbakır,LPrz,34,3.027,13.0,27.0,36.0,19.0,1.81,24.0,48.0,29.0,96.0,1.0,0.0,1.0,26.5,0.3,33.4,9.2,21.2,11.0,3.7,11.1,12.8,12.43,0.6,8.2,93.9,63.1,50.0,10.8,0.4,8.4,37.3,75.2,498.4
40.8,38.6,Bingöl,CMeu,140,2.573,14.0,14.0,40.0,15.0,1.59,18.0,74.0,14.0,75.0,1.0,0.0,2.0,0.0,1.6,29.9,5.2,19.1,8.9,3.3,10.37,13.43,15.17,1.57,8.47,104.6,110.5,82.5,21.3,5.1,15.4,65.3,133.3,935.1
40.8,38.8,Bingöl,CMeu,140,2.573,14.0,14.0,40.0,15.0,1.59,18.0,74.0,14.0,75.0,1.0,0.0,2.0,0.0,1.6,29.9,5.2,19.1,8.9,3.3,10.37,13.43,15.17,1.57,8.47,104.6,110.5,82.5,21.3,5.1,15.4,65.3,133.3,935.1
40.8,39.0,Bingöl,CMeu,140,2.573,14.0,14.0,40.0,15.0,1.59,18.0,74.0,14.0,75.0,1.0,0.0,2.0,0.0,1.6,29.9,5.2,19.1,8.9,3.3,10.37,13.43,15.17,1.57,8.47,104.6,110.5,82.5,21.3,5.1,15.4,65.3,133.3,935.1
40.8,39.2,Bingöl,CMeu,140,2.573,14.0,14.0,40.0,15.0,1.59,18.0,74.0,14.0,75.0,1.0,0.0,2.0,0.0,1.6,29.9,5.2,19.1,8.9,3.3,10.37,13.43,15.17,1.57,8.47,104.6,110.5,82.5,21.3,5.1,15.4,65.3,133.3,935.1
40.8,39.4,Bingöl,CMeu,140,2.573,14.0,14.0,40.0,15.0,1.59,18.0,74.0,14.0,75.0,1.0,0.0,2.0,0.0,1.6,29.9,5.2,19.1,8.9,3.3,10.37,13.43,15.17,1.57,8.47,104.6,110.5,82.5,21.3,5.1,15.4,65.3,133.3,935.1
40.8,39.8,Erzurum,CMcr,159,1.181,11.0,29.0,44.0,5.0,1.84,17.0,42.0,15.0,80.0,2.0,0.0,1.0,0.0,1.6,23.7,-1.2,10.0,10.2,2.9,9.8,12.27,16.93,7.9,8.5,133.3,56.2,72.4,42.1,16.5,22.7,46.8,21.3,396.0
40.8,40.0,Erzurum,CMcr,159,1.181,11.0,29.0,44.0,5.0,1.84,17.0,42.0,15.0,80.0,2.0,0.0,1.0,0.0,1.6,23.7,-1.2,10.0,10.2,2.9,9.8,12.27,16.93,7.9,8.5,133.3,56.2,72.4,42.1,16.5,22.7,46.8,21.3,396.0
40.8,40.2,Erzurum,CMcr,159,1.181,11.0,29.0,44.0,5.0,1.84,17.0,42.0,15.0,80.0,2.0,0.0,1.0,0.0,1.6,23.7,-1.2,10.0,10.2,2.9,9.8,12.27,16.93,7.9,8.5,133.3,56.2,72.4,42.1,16.5,22.7,46.8,21.3,396.0
40.8,40.4,Erzurum,CMcr,159,1.181,11.0,29.0,44.0,5.0,1.84,17.0,42.0,15.0,80.0,2.0,0.0,1.0,0.0,1.6,23.7,-1.2,10.0,10.2,2.9,9.8,12.27,16.93,7.9,8.5,133.3,56.2,72.4,42.1,16.5,22.7,46.8,21.3,396.0
41.0,37.2,Mardin,CLha,150,0.697,9.0,18.0,49.0,12.0,1.68,14.0,67.0,38.0,100.0,2.0,0.0,1.0,13.9,0.2,30.7,8.8,25.5,11.7,4.4,10.17,10.47,10.27,0.3,7.23,75.4,66.8,51.7,8.8,4.2,5.4,31.7,101.0,610.1
41.0,37.4,Mardin,CLha,150,0.697,9.0,18.0,49.0,12.0,1.68,14.0,67.0,38.0,100.0,2.0,0.0,1.0,13.9,0.2,30.7,8.8,25.5,11.7,4.4,10.17,10.47,10.27,0.3,7.23,75.4,66.8,51.7,8.8,4.2,5.4,31.7,101.0,610.1
41.0,37.6,Mardin,LPrz,34,3.027,13.0,27.0,36.0,19.0,1.81,24.0,48.0,29.0,96.0,1.0,0.0,1.0,26.5,0.3,30.7,8.8,25.5,11.7,4.4,10.17,10.47,10.27,0.3,7.23,75.4,66.8,51.7,8.8,4.2,5.4,31.7,101.0,610.1
41.0,37.8,Batman,LPrz,34,3.027,13.0,27.0,36.0,19.0,1.81,24.0,48.0,29.0,96.0,1.0,0.0,1.0,26.5,0.3,34.5,9.6,20.4,11.2,3.0,10.33,11.77,11.67,0.3,7.13,82.1,71.3,45.2,9.1,2.6,6.1,36.1,67.8,493.6
41.0,38.0,Diyarbakır,LPrz,34,3.027,13.0,27.0,36.0,19.0,1.81,24.0,48.0,29.0,96.0,1.0,0.0,1.0,26.5,0.3,33.4,9.2,21.2,11.0,3.7,11.1,12.8,12.43,0.6,8.2,93.9,63.1,50.0,10.8,0.4,8.4,37.3,75.2,498.4
41.0,38.2,Diyarbakır,LPrz,34,3.027,13.0,27.0,36.0,19.0,1.81,24.0,48.0,29.0,96.0,1.0,0.0,1.0,26.5,0.3,33.4,9.2,21.2,11.0,3.7,11.1,12.8,12.43,0.6,8.2,93.9,63.1,50.0,10.8,0.4,8.4,37.3,75.2,498.4
41.0,38.4,Diyarbakır,LPrz,34,3.027,13.0,27.0,36.0,19.0,1.81,24.0,48.0,29.0,96.0,1.0,0.0,1.0,26.5,0.3,33.4,9.2,21.2,11.0,3.7,11.1,12.8,12.43,0.6,8.2,93.9,63.1,50.0,10.8,0.4,8.4,37.3,75.2,498.4
41.0,38.6,Diyarbakır,CMeu,140,2.573,14.0,14.0,40.0,15.0,1.59,18.0,74.0,14.0,75.0,1.0,0.0,2.0,0.0,1.6,33.4,9.2,21.2,11.0,3.7,11.1,12.8,12.43,0.6,8.2,93.9,63.1,50.0,10.8,0.4,8.4,37.3,75.2,498.4
41.0,38.8,Bingöl,CMeu,140,2.573,14.0,14.0,40.0,15.0,1.59,18.0,74.0,14.0,75.0,1.0,0.0,2.0,0.0,1.6,29.9,5.2,19.1,8.9,3.3,10.37,13.43,15.17,1.57,8.47,104.6,110.5,82.5,21.3,5.1,15.4,65.3,133.3,935.1
41.0,39.0,Bingöl,CMeu,140,2.573,14.0,14.0,40.0,15.0,1.59,18.0,74.0,14.0,75.0,1.0,0.0,2.0,0.0,1.6,29.9,5.2,19.1,8.9,3.3,10.37,13.43,15.17,1.57,8.47,104.6,110.5,82.5,21.3,5.1,15.4,65.3,133.3,935.1
41.0,39.2,Bingöl,CMeu,140,2.573,14.0,14.0,40.0,15.0,1.59,18.0,74.0,14.0,75.0,1.0,0.0,2.0,0.0,1.6,29.9,5.2,19.1,8.9,3.3,10.37,13.43,15.17,1.57,8.47,104.6,110.5,82.5,21.3,5.1,15.4,65.3,133.3,935.1
41.0,39.4,Bingöl,CMeu,140,2.573,14.0,14.0,40.0,15.0,1.59,18.0,74.0,14.0,75.0,1.0,0.0,2.0,0.0,1.6,29.9,5.2,19.1,8.9,3.3,10.37,13.43,15.17,1.57,8.47,104.6,110.5,82.5,21.3,5.1,15.4,65.3,133.3,935.1
41.0,39.8,Erzurum,CMcr,159,1.181,11.0,29.0,44.0,5.0,1.84,17.0,42.0,15.0,80.0,2.0,0.0,1.0,0.0,1.6,23.7,-1.2,10.0,10.2,2.9,9.8,12.27,16.93,7.9,8.5,133.3,56.2,72.4,42.1,16.5,22.7,46.8,21.3,396.0
41.0,40.0,Erzurum,CMcr,159,1.181,11.0,29.0,44.0,5.0,1.84,17.0,42.0,15.0,80.0,2.0,0.0,1.0,0.0,1.6,23.7,-1.2,10.0,10.2,2.9,9.8,12.27,16.93,7.9,8.5,133.3,56.2,72.4,42.1,16.5,22.7,46.8,21.3,396.0
41.0,40.2,Erzurum,CMcr,159,1.181,11.0,29.0,44.0,5.0,1.84,17.0,42.0,15.0,80.0,2.0,0.0,1.0,0.0,1.6,23.7,-1.2,10.0,10.2,2.9,9.8,12.27,16.93,7.9,8.5,133.3,56.2,72.4,42.1,16.5,22.7,46.8,21.3,396.0
41.0,40.4,Erzurum,CMcr,159,1.181,11.0,29.0,44.0,5.0,1.84,17.0,42.0,15.0,80.0,2.0,0.0,1.0,0.0,1.6,23.7,-1.2,10.0,10.2,2.9,9.8,12.27,16.93,7.9,8.5,133.3,56.2,72.4,42.1,16.5,22.7,46.8,21.3,396.0
41.0,40.6,Erzurum,CMcr,159,1.181,11.0,29.0,44.0,5.0,1.84,17.0,42.0,15.0,80.0,2.0,0.0,1.0,0.0,1.6,23.7,-1.2,10.0,10.2,2.9,9.8,12.27,16.93,7.9,8.5,133.3,56.2,72.4,42.1,16.5,22.7,46.8,21.3,396.0
41.2,37.2,Mardin,CLha,150,0.697,9.0,18.0,49.0,12.0,1.68,14.0,67.0,38.0,100.0,2.0,0.0,1.0,13.9,0.2,30.7,8.8,25.5,11.7,4.4,10.17,10.47,10.27,0.3,7.23,75.4,66.8,51.7,8.8,4.2,5.4,31.7,101.0,610.1
41.2,37.4,Mardin,CLha,150,0.697,9.0,18.0,49.0,12.0,1.68,14.0,67.0,38.0,100.0,2.0,0.0,1.0,13.9,0.2,30.7,8.8,25.5,11.7,4.4,10.17,10.47,10.27,0.3,7.23,75.4,66.8,51.7,8.8,4.2,5.4,31.7,101.0,610.1
41.2,37.6,Batman,LPrz,34,3.027,13.0,27.0,36.0,19.0,1.81,24.0,48.0,29.0,96.0,1.0,0.0,1.0,26.5,0.3,34.5,9.6,20.4,11.2,3.0,10.33,11.77,11.67,0.3,7.13,82.1,71.3,45.2,9.1,2.6,6.1,36.1,67.8,493.6
41.2,37.8,Batman,LPrz,34,3.027,13.0,27.0,36.0,19.0,1.81,24.0,48.0,29.0,96.0,1.0,0.0,1.0,26.5,0.3,34.5,9.6,20.4,11.2,3.0,10.33,11.77,11.67,0.3,7.13,82.1,71.3,45.2,9.1,2.6,6.1,36.1,67.8,493.6
41.2,38.0,Batman,LPrz,34,3.027,13.0,27.0,36.0,19.0,1.81,24.0,48.0,29.0,96.0,1.0,0.0,1.0,26.5,0.3,34.5,9.6,20.4,11.2,3.0,10.33,11.77,11.67,0.3,7.13,82.1,71.3,45.2,9.1,2.6,6.1,36.1,67.8,493.6
41.2,38.2,Diyarbakır,LPrz,34,3.027,13.0,27.0,36.0,19.0,1.81,24.0,48.0,29.0,96.0,1.0,0.0,1.0,26.5,0.3,33.4,9.2,21.2,11.0,3.7,11.1,12.8,12.43,0.6,8.2,93.9,63.1,50.0,10.8,0.4,8.4,37.3,75.2,498.4
41.2,38.4,Diyarbakır,LPrz,34,3.027,13.0,27.0,36.0,19.0,1.81,24.0,48.0,29.0,96.0,1.0,0.0,1.0,26.5,0.3,33.4,9.2,21.2,11.0,3.7,11.1,12.8,12.43,0.6,8.2,93.9,63.1,50.0,10.8,0.4,8.4,37.3,75.2,498.4
41.2,38.6,Diyarbakır,CMeu,140,2.573,14.0,14.0,40.0,15.0,1.59,18.0,74.0,14.0,75.0,1.0,0.0,2.0,0.0,1.6,33.4,9.2,21.2,11.0,3.7,11.1,12.8,12.43,0.6,8.2,93.9,63.1,50.0,10.8,0.4,8.4,37.3,75.2,498.4
41.2,38.8,Muş,CMeu,140,2.573,14.0,14.0,40.0,15.0,1.59,18.0,74.0,14.0,75.0,1.0,0.0,2.0,0.0,1.6,28.6,1.0,17.9,10.0,1.5,11.7,13.9,15.27,1.8,8.53,112.9,102.1,73.9,28.5,4.8,17.2,59.7,92.0,781.9
41.2,39.0,Muş,CMeu,140,2.573,14.0,14.0,40.0,15.0,1.59,18.0,74.0,14.0,75.0,1.0,0.0,2.0,0.0,1.6,28.6,1.0,17.9,10.0,1.5,11.7,13.9,15.27,1.8,8.53,112.9,102.1,73.9,28.5,4.8,17.2,59.7,92.0,781.9
41.2,39.2,Muş,CMeu,140,2.573,14.0,14.0,40.0,15.0,1.59,18.0,74.0,14.0,75.0,1.0,0.0,2.0,0.0,1.6,28.6,1.0,17.9,10.0,1.5,11.7,13.9,15.27,1.8,8.53,112.9,102.1,73.9,28.5,4.8,17.2,59.7,92.0,781.9
41.2,39.4,Erzurum,CMeu,140,2.573,14.0,14.0,40.0,15.0,1.59,18.0,74.0,14.0,75.0,1.0,0.0,2.0,0.0,1.6,23.7,-1.2,10.0,10.2,2.9,9.8,12.27,16.93,7.9,8.5,133.3,56.2,72.4,42.1,16.5,22.7,46.8,21.3,396.0
41.2,39.6,Erzurum,CMcr,159,1.181,11.0,29.0,44.0,5.0,1.84,17.0,42.0,15.0,80.0,2.0,0.0,1.0,0.0,1.6,23.7,-1.2,10.0,10.2,2.9,9.8,12.27,16.93,7.9,8.5,133.3,56.2,72.4,42.1,16.5,22.7,46.8,21.3,396.0
41.2,39.8,Erzurum,CMcr,159,1.181,11.0,29.0,44.0,5.0,1.84,17.0,42.0,15.0,80.0,2.0,0.0,1.0,0.0,1.6,23.7,-1.2,10.0,10.2,2.9,9.8,12.27,16.93,7.9,8.5,133.3,56.2,72.4,42.1,16.5,22.7,46.8,21.3,396.0
41.2,40.0,Erzurum,CMcr,159,1.181,11.0,29.0,44.0,5.0,1.84,17.0,42.0,15.0,80.0,2.0,0.0,1.0,0.0,1.6,23.7,-1.2,10.0,10.2,2.9,9.8,12.27,16.93,7.9,8.5,133.3,56.2,72.4,42.1,16.5,22.7,46.8,21.3,396.0
41.2,40.2,Erzurum,CMcr,159,1.181,11.0,29.0,44.0,5.0,1.84,17.0,42.0,15.0,80.0,2.0,0.0,1.0,0.0,1.6,23.7,-1.2,10.0,10.2,2.9,9.8,12.27,16.93,7.9,8.5,133.3,56.2,72.4,42.1,16.5,22.7,46.8,21.3,396.0
41.2,40.4,Erzurum,CMcr,159,1.181,11.0,29.0,44.0,5.0,1.84,17.0,42.0,15.0,80.0,2.0,0.0,1.0,0.0,1.6,23.7,-1.2,10.0,10.2,2.9,9.8,12.27,16.93,7.9,8.5,133.3,56.2,72.4,42.1,16.5,22.7,46.8,21.3,396.0
41.2,40.6,Erzurum,CMcr,159,1.181,11.0,29.0,44.0,5.0,1.84,17.0,42.0,15.0,80.0,2.0,0.0,1.0,0.0,1.6,23.7,-1.2,10.0,10.2,2.9,9.8,12.27,16.93,7.9,8.5,133.3,56.2,72.4,42.1,16.5,22.7,46.8,21.3,396.0
41.2,40.8,Erzurum,CMcr,159,1.181,11.0,29.0,44.0,5.0,1.84,17.0,42.0,15.0,80.0,2.0,0.0,1.0,0.0,1.6,23.7,-1.2,10.0,10.2,2.9,9.8,12.27,16.93,7.9,8.5,133.3,56.2,72.4,42.1,16.5,22.7,46.8,21.3,396.0
41.4,37.2,Mardin,CLha,150,0.697,9.0,18.0,49.0,12.0,1.68,14.0,67.0,38.0,100.0,2.0,0.0,1.0,13.9,0.2,30.7,8.8,25.5,11.7,4.4,10.17,10.47,10.27,0.3,7.23,75.4,66.8,51.7,8.8,4.2,5.4,31.7,101.0,610.1
41.4,37.4,Mardin,CLha,150,0.697,9.0,18.0,49.0,12.0,1.68,14.0,67.0,38.0,100.0,2.0,0.0,1.0,13.9,0.2,30.7,8.8,25.5,11.7,4.4,10.17,10.47,10.27,0.3,7.23,75.4,66.8,51.7,8.8,4.2,5.4,31.7,101.0,610.1
41.4,37.6,Batman,LPrz,34,3.027,13.0,27.0,36.0,19.0,1.81,24.0,48.0,29.0,96.0,1.0,0.0,1.0,26.5,0.3,34.5,9.6,20.4,11.2,3.0,10.33,11.77,11.67,0.3,7.13,82.1,71.3,45.2,9.1,2.6,6.1,36.1,67.8,493.6
41.4,37.8,Batman,LPrz,34,3.027,13.0,27.0,36.0,19.0,1.81,24.0,48.0,29.0,96.0,1.0,0.0,1.0,26.5,0.3,34.5,9.6,20.4,11.2,3.0,10.33,11.77,11.67,0.3,7.13,82.1,71.3,45.2,9.1,2.6,6.1,36.1,67.8,493.6
41.4,38.0,Batman,LPrz,34,3.027,13.0,27.0,36.0,19.0,1.81,24.0,48.0,29.0,96.0,1.0,0.0,1.0,26.5,0.3,34.5,9.6,20.4,11.2,3.0,10.33,11.77,11.67,0.3,7.13,82.1,71.3,45.2,9.1,2.6,6.1,36.1,67.8,493.6
41.4,38.2,Batman,LPrz,34,3.027,13.0,27.0,36.0,19.0,1.81,24.0,48.0,29.0,96.0,1.0,0.0,1.0,26.5,0.3,34.5,9.6,20.4,11.2,3.0,10.33,11.77,11.67,0.3,7.13,82.1,71.3,45.2,9.1,2.6,6.1,36.1,67.8,493.6
