n,p,k,temperature,humidity,ph,rainfall,label
98,25,52,252801372,8315393658,6224066378,4929456609,watermelon
97,25,50,2622005978,8090127035,6093814669,4908553937,watermelon
90,16,45,2492093261,8061750795,6291540277999990,5055710813,watermelon
95,12,46,2621667586,8101009354,632281728,5465423596,watermelon
82,23,49,2681383586,8721986949,6873283991,5170497792,watermelon
82,25,51,2431334971,8747409052,6074209622000000,4811248366,watermelon
110,28,46,2429105004,8804541346,649889585,5126046418,watermelon
118,21,51,2442998931,8633904774,6678805092,4858241822,watermelon
120,20,45,2566576039,886984228,6114128685,5422722466,watermelon
91,7,52,2507803672,8346230461,6405054243,5639962921,watermelon
81,6,55,2488910524,8587059083,6110142735,5170699144,watermelon
101,13,54,2542900869,8291481799,6828982708,5634144589,watermelon
101,17,55,2437118217,871269128,64514997639999900,4463907691,watermelon
111,6,53,26493064500000000,8859143088,63135129989999900,4606382209,watermelon
107,10,49,2583202912,8900481725,6755192025,4524690619,watermelon
115,11,46,2441592661,8939655519,6623167177000000,4032161859,watermelon
84,25,52,2437190239,812514818,612532356,4420899581,watermelon
120,7,47,2424782473,8303687902,6653867608,5476576239999990,watermelon
91,12,46,2464458469,8549938185,6343942518,4831219031,watermelon
89,22,52,2489681131,8610782926,6217300786,5314626213,watermelon
113,19,46,2541864024,8112122989,6286387658,4952320689,watermelon
97,22,50,2626028739,8614585891,6769893799999990,5897878791,watermelon
117,30,50,2490123934,8720772913,6744966312000000,4659207341,watermelon
90,14,52,2484740848,8920454622,6391858432,5967927244,watermelon
104,23,47,2698212846,8670068316,6770434148,4291292205,watermelon
81,16,45,2690435747,8625426228,6727468157000000,5975980023,watermelon
88,5,47,2586475496,8667468041,6662244646,4116554802,watermelon
92,7,45,2670607759,8114149505,6944640222,5151033554,watermelon
81,18,50,2644019475,8091934337,6507110986,4781847573,watermelon
111,5,55,26283443,8442478917,6520663422,5078669728,watermelon
108,23,51,2684366082,8385039964,6106500787000000,40228644,watermelon
113,30,50,2603967219,839862443,6277484042999990,4387712348,watermelon
83,10,53,2492994759,8500802358,6195142279,4875859458,watermelon
101,11,51,2550736962,8424340241,6792035575,442068997,watermelon
114,21,55,254438391,8793923120000000,6472756256,5751549686,watermelon
99,6,45,2612588914,865507939,6000975617000000,4071210074,watermelon
92,20,55,2510474753,8752676159999990,65877912620000000,5926519444,watermelon
92,7,48,2627520631,8663249555,6956508826,5438748495,watermelon
91,24,55,2627061608,8309194521,6259086582999990,4676837499,watermelon
110,21,54,2673690828,8782430156,6747537642,4746447019,watermelon
112,25,51,2504746944,855667282,6932537231,5672496677,watermelon
89,25,54,2469368934,8556967628,6353107392999990,4899390828,watermelon
100,10,53,2454356968,8460808277,6211748957,4200660251,watermelon
83,22,54,2589762315,8196664832,62772452539999900,5449960057,watermelon
95,14,50,266333118,8431756844,6560443519,5631866159,watermelon
119,30,49,2535794749,8045846265,6903020221,4772078245,watermelon
97,12,47,2528784623,8963667876,6765094963999990,5828697664,watermelon
110,7,45,2663838589,8469546874,6189213927000000,4832428609,watermelon
96,18,50,253310446,8430533791,6904241707000000,4153218699,watermelon
83,23,55,2689750174,8389241484,6463271076,4397193745,watermelon
120,24,47,2698603693,894138489,6260838965,5854876687,watermelon
115,17,55,2757826922,9411878202,6776533055,2808253201,muskmelon
114,27,48,2782054812,9303555162,6528404377999990,2632405487,muskmelon
101,25,52,2909910406,9422237826,6750145572,2252497327,muskmelon
118,18,52,2804943594,9083130708,6562832807,2076223014,muskmelon
95,26,45,2991690582,9455695552,6117530021,2816057247,muskmelon
81,25,49,2986895762,9325103208,6076459669,2626243014,muskmelon
117,24,53,2917220859,9221405224,6293486295,2130290472,muskmelon
114,30,51,2924908541,9006998135,6069171847000000,2593496537,muskmelon
113,6,52,2776317235,9035567642,6740983646,2521609113,muskmelon
108,26,52,2882629037,9426765349,6201797639,2623838511,muskmelon
81,30,48,2852379742,9209688432,6041027474,2986681385,muskmelon
115,9,52,2906785065,9097685539,6019372459,291194739,muskmelon
83,7,45,2908417927,9073891887,6704104127000000,2533014238,muskmelon
84,21,55,2847090661,9479453182,6494251024,2108484101,muskmelon
109,26,45,2827973674,9038971208,6224535448999990,2158992507,muskmelon
95,27,55,2847212559,9121322065,6160414414,2088620369,muskmelon
119,5,55,2968846716,9430111601,6168757984,2683924845,muskmelon
110,14,51,2702415146,9166737633,6085444691,2126034986,muskmelon
82,18,48,2909588297,9416748386,61590508160000000,2670581328,muskmelon
87,14,48,2969238699,9258862544,6606033244,291102594,muskmelon
85,9,53,2820619412,9286798698,6447662945,2878654515,muskmelon
100,6,53,2905248036,9392217834,6105909623,2366620626,muskmelon
107,12,46,2957240298,9361870344,6559763394,2756918621,muskmelon
91,13,47,2910968327,9243510994,614410903,2795602304,muskmelon
102,25,50,2820480805,9291440379,6099662369,2036001144,muskmelon
117,25,53,2911858526,9212543021,6413927319,2452020164,muskmelon
85,21,52,2962800691,9010051615,60751441160000000,2369586761,muskmelon
104,25,55,2981196601,9036881284,6123802502,2268766503,muskmelon
102,24,54,2772338349,9093897939,6698468621,2281863447,muskmelon
116,25,50,2926092798,9292367701,6088885814,2870627683,muskmelon
100,17,48,2972791119,9429753295,6367800632000000,2652364146,muskmelon
110,25,54,2891105641,9078413842,6425930938,2344398467,muskmelon
104,25,51,2896361426,9388482153,6469983276000000,2356130173,muskmelon
107,11,54,2859052369,9133617236,6094016337999990,2944008034,muskmelon
98,26,52,2733897716,9069759008,61500908989999900,2869113835,muskmelon
88,17,52,2990415889,9075284363,6646962425,2537828397,muskmelon
87,25,46,2742711692,9002696201,6379690748,217508774,muskmelon
120,8,46,2955657523,9070937262,6732834334,2836535596,muskmelon
95,13,46,2984070774,9376312893,6126019932,2328207838,muskmelon
108,22,47,2853545677,9172742702,6161123579,251290048,muskmelon
82,13,52,2711535046,9486907886,6442810053,2651924782,muskmelon
120,23,55,2784492803,9160666594,6732049075,2647844429,muskmelon
110,22,47,2903157242,9182172592,6243673725,2493861254,muskmelon
95,23,45,2782424457,9056698742,6266208727,2119014526,muskmelon
106,10,49,2772653142,9200687531,6350623739,2021126747,muskmelon
99,12,52,2869708334,9430759855,6002927293,2221807088,muskmelon
106,20,51,2973019662,9097015715,6342573112,2049035619,muskmelon
83,11,53,2954097171,9291778307,6163921247999990,219653077,muskmelon
117,19,55,2880311922,9178336933,6121745389,2516359891,muskmelon
98,26,49,2729035669,9053330091,6130160472999990,2349535234,muskmelon
113,20,48,2746583649,9487679041,6440584681,2727899847,muskmelon
101,17,47,2949401389,9472981338,6185053234,2630820876,muskmelon
98,7,45,2779161808,9251054946,6157724816,2685422624,muskmelon
93,22,48,2912533739,9152291141,6776987974,2190440445,muskmelon
95,21,47,2793114233,9356161439,6431970877,2066127836,muskmelon
109,12,48,2945771748,9212534736,6708743843,2076212031,muskmelon
118,12,47,2796872279,9217444796,6010739645,2894766949,muskmelon
100,14,49,2948882958,9107574233,6365956657999990,2601909355,muskmelon
89,9,47,2947156259,9077069618,66683827660000000,2875226067,muskmelon
95,16,46,27076726500000000,9014362622,674669542,244514648,muskmelon
95,7,45,2730008597,9080015308,6031665834,2509484511,muskmelon
87,6,45,2982729394,9079007335,640077205,2284203589,muskmelon
93,20,50,2993061247,9322980899,64487926889999900,2434814338,muskmelon
84,29,49,2994349168,9390741192,6251420275,2039020503,muskmelon
111,5,47,2803306461,9147355778,62744528110000000,2117924769,muskmelon
111,5,52,298843055,940371147,6135996372,210000988,muskmelon
111,15,54,277058373,9291185695,6194090172,2206207161,muskmelon
89,11,47,2978714005,9465343534,6327822962000000,278659442,muskmelon
110,15,48,2857819995,9286597437,62125672110000000,27598717800000000,muskmelon
95,30,52,2948069921,9033698678,6640470862999990,260365768,muskmelon
115,12,52,2751492243,9496218673,6685553129,2101796432,muskmelon
120,25,50,2805457761,9481637388,6327210469,2184869328,muskmelon
102,11,45,2903167341,9312603235,635544263,2415591199,muskmelon
94,5,55,285854649,9189216849,60856823439999900,2688372572,muskmelon
84,18,46,2708808014,9342402083,6781050372999990,2532159689,muskmelon
107,22,54,2799611732,9084660317,6630301421,2161893763,muskmelon
80,18,52,2787317436,9114849627,6484799661,2405207925,muskmelon
86,18,45,2896586565,9071832938,6566759102000000,2225838137,muskmelon
113,28,48,2887726019,9248839665,6170520517999990,2444267592,muskmelon
115,18,53,2917052093,9419790371,60124803510000000,2206994464,muskmelon
82,20,54,2934033587,9001506395,6541150335,2144532907,muskmelon
98,22,47,2907265321,9191533173,6341400922,2883568362,muskmelon
117,25,54,2868275966,9250969311,61506863639999900,2911187663,muskmelon
83,15,49,2892705913,9139356832,6438008152999990,2320076686,muskmelon
120,16,51,2799901833,9164193051,6547041902999990,2328618248,muskmelon
111,5,50,2759350075,9179742953,6399891457000000,2484266123,muskmelon
85,21,47,2987331077,9060932469,6186770318,2469720481,muskmelon
90,23,54,2855852465,9045773041,6159020864,2726588346,muskmelon
99,29,55,2919378695,9146241065,6660954816,2648240255,muskmelon
102,11,47,2798780984,9278226196,65049069789999900,2714509034,muskmelon
80,18,51,2805380704,9181758779,6706053225,2076582087,muskmelon
87,21,52,27350629600000000,9429119509999990,6067665497999990,2721244021,muskmelon
114,8,52,2934081108,945513539,6419083092,2822908103,muskmelon
99,6,46,2861475136,9422253035,639637861,2898574189,muskmelon
89,25,50,2704863538,9134685096,6375923383,2508146686,muskmelon
96,13,55,295275305,9457459443,6700337732,2113545688,muskmelon
82,26,47,2850416396,9346806467,6565312652999990,2420007242,muskmelon
106,21,52,2889578588,9478993038,6286515359,230362503,muskmelon
90,15,52,2704927452,913821731,6448061578,2365747461,muskmelon
106,16,54,2896017885,9169532178,6585872508,247458198,muskmelon
24,128,196,2275088787,9069489172,5521466996,1104317855,apple
7,144,197,238494014,9434814995,6133220586,1140512495,apple
14,128,205,2260800988,9458900601,6226289556,1160396587,apple
8,120,201,2118667419,9113435689,6321152192,122233323,apple
20,129,201,2341044706,9169913296,5587905967,11607779309999900,apple
32,137,204,2286006627,9312859895,5824151692999990,1177296726,apple
27,139,205,2248403042,9340819246,57721799460000000,1055473627,apple
0,123,205,2202775403,9296129462,5790993052,1211349176,apple
22,144,196,2191191314,9168748063,64992268210000000,1170761277,apple
1,124,199,2371059131,9327392415,5658473817000000,11266765890000000,apple
30,122,197,2137784654,9272043743,5573241391,1061417017,apple
29,121,196,2284852833,9432130209,6079497202000000,1235977843,apple
13,126,204,231094265,9279630809,63831802710000000,108183792,apple
9,139,199,2325230817,9454128292,5867420996,1053558408,apple
0,133,200,2367287749,904935574,5708418722,1042298028,apple
30,143,199,2376881552,9059810302,57983508000000000,1022648546,apple
36,140,198,2334386401,9147684705,628188384,1044267991,apple
37,137,199,2263946441,9018451645,5697945522,1083405879,apple
33,121,203,2245696744,9476285385,56059340870000000,1148407725,apple
7,144,195,2296388477,9358065995,585648105,10464729859999900,apple
35,128,205,2107273439,9356585985,6041053829,1078737015,apple
29,128,198,2244075021,9270785115,5685062404,1214977331,apple
2,143,196,2271271308,9045261746,5669489065,1098852597,apple
34,140,198,2170416965,9344006288,5751707342,1151781396,apple
29,144,204,2243324518,9248667725,5800448951,1191025189,apple
32,141,203,2125941052,9284416234,5821347769,10906584709999900,apple
13,144,197,229215706,9489613443,628022267,1056941544,apple
25,143,198,2281212536,9151861705,6027314401,107855225,apple
9,137,200,2112152071,906878768,5636687393,1028017203,apple
6,144,198,2111478672,9031528693,5559363609,1045086618,apple
37,126,196,2359997268,9097597665,5596449493,10717281909999900,apple
2,120,203,2312652652,9471203306,58934929989999900,10862118329999900,apple
11,143,197,2298458907,933204487,5875718516,1221952483,apple
10,141,201,2212659387,9097818277,6386021424,1045412275,apple
24,142,202,2253779727,9148135786,5710819862,1018474768,apple
23,138,195,2249095104,9170292746,57959857160000000,1243915101,apple
18,125,204,2235548159,9447811755,6046673619,1167366261,apple
13,121,196,2220700989,9350574163,6443382913,1201593771,apple
26,122,202,2244516988,9473763514,5617227184,1071843273,apple
28,123,202,2276643029,9212438519,6442289294,1204359949,apple
26,121,201,2219109412,9002575116,6162034371,1123126628,apple
21,137,196,236119202,9170293849,5812781806,1235900822,apple
21,135,198,2386087054,9492048112,57650151260000000,1050241329,apple
5,144,205,2142177231,9262665309,6184922574,1028045658,apple
2,123,205,2236629253,9078572467,5739652177000000,1249831618,apple
15,133,199,2399686172,9161001707,58247786360000000,1176102915,apple
31,130,198,2180129837,9273446667,5554823557000000,12005866709999900,apple
25,143,200,2380436344,9280441624,6024248787,1006192543,apple
16,143,204,2371475278,9153331177,5631333387000000,1218961665,apple
19,122,202,2334467359,9037981478,5811975094,1128954016,apple
10,125,196,2231253665,9003577124,5730557448,1130688155,apple
20,139,202,2350201428,9221083961,566999105,1079868949,apple
28,123,198,2346260321,9145665004,5682751473,1117763395,apple
28,136,200,2306204373,9239544055,6245858905,1147399101,apple
2,131,199,2247420512,9122759742,6017370134,1242179699,apple
2,140,197,2269780133,9282223419,553456749,1050508234,apple
27,138,201,2366682067,9390191078,5952367662,1054004751,apple
30,127,204,2250050273,9245878335,6126436584,1009343903,apple
32,145,203,2383053666,9084422164,6406818518,1095966791,apple
29,139,205,2364142354,9374461474,6155939452999990,1166912176,apple
26,126,195,2141363812,9299124545,5878568981,1183979065,apple
40,136,202,2285267372,9457645809999990,5935336307999990,11753140259999900,apple
6,124,200,2298208095,9384505029,5971332179,1095852253,apple
35,138,200,2119909519,9080819418,567130617,1036838922,apple
17,136,196,2387192332,9049939035,5882155987999990,1030548094,apple
33,134,205,210365275,9433919546,608551916,1147412734,apple
16,143,197,2261711614,9351978375,590402645,1169256766,apple
27,120,200,2145278675,9074531921,61102188260000000,1167036582,apple
29,145,205,2281227579,9212992101,6212302608,1093383552,apple
3,141,197,2198141856,9112719303,6142803397000000,1154789148,apple
15,123,204,2252709326,9254780429,6365972687999990,1153830068,apple
5,136,195,2235628673,9192360477,6264202804,1077697413,apple
10,136,204,2119852186,9215595143,6276198595,1058554351,apple
7,141,195,238812458,9345067555,5514253142,1049116663,apple
2,129,201,2278234161,9436803516,5682343744,1221449949,apple
29,138,197,2219055385,9243764169,5830892252000000,1216622761,apple
30,137,200,2291430043,9070475565,5603413172000000,1186044645,apple
29,132,204,2308950736,9022507299,60967531,1082166601,apple
14,139,197,2172484506,9283975602,6056529526,1216961761,apple
18,125,203,2244307715,9159234006,6160267496,1025565807,apple
33,143,204,211316077,9195769858,5814434775,1225391946,apple
40,144,196,2271750705,9225479855,5987262638,1070289866,apple
9,143,197,2375033085,9288160462,5570020684,1176602827,apple
38,135,203,2376121837,93661643,59655513110000000,100825956,apple
28,130,196,2213450646,9467695747,6062356467000000,1129203223,apple
35,142,203,2117089176,9023730166,5895319002000000,1236495149,apple
12,129,205,2236238282,9115761594,6119432215,11868327250000000,apple
1,135,203,2277856513,9270124029,5624203283,1137759219,apple
0,145,205,2122503442,9009877774,552078314,1139760462,apple
31,121,201,2315791104,9034396882,5731535257999990,110712841,apple
35,131,203,2242776057,9391722423,5893490899,1027230739,apple
29,140,195,2364082979,9095257927,5560521058,1167431319,apple
33,138,198,2229423493,9069033986,6222390797999990,1227418744,apple
14,140,197,2335225078,9090054697,6071255131,1130381382,apple
35,145,195,2203911546,9458075845,6231950009,1109804014,apple
40,120,197,2380593812,9248879468,5889480679,1196335548,apple
25,132,198,2231944084,9085174383,5732757516,1001173443,apple
31,137,196,2214464104,9382567435,6400321212000000,1206310784,apple
36,144,196,2365167552,9450528753,6496934492,1153611268,apple
10,140,197,2216939473,9027185592,6229498836,1244683112,apple
22,30,12,1578144173,9251077745,63540067439999900,119035002,orange
37,6,13,2603097313,9150819306,7511755067999990,1012847738,orange
27,13,6,1336050601,9135608208,7335158382,1112266885,orange
7,16,9,1887957654,9204304496,7813916602999990,1146659511,orange
20,7,9,2947741671,9157802915,71291369410000000,1111727497,orange
26,27,10,2806903173,9291487288,6079998496,1141339416,orange
5,23,15,2566901098,9204670813,7408939392000000,1125424199,orange
0,18,14,2977149434,9200719952,7207991261,11441617859999900,orange
39,24,14,3055472573,9090343769,7189259647,1060711985,orange
13,23,6,2396147583,9026408017,7365338111,1026958703,orange
21,17,15,2398289638,915473145,7455991072000000,1184901697,orange
33,12,8,2526052689,9031153735,6822282114,11736952959999900,orange
6,9,12,3108368929,9014362642,7028746406000000,1096894658,orange
19,7,10,1478003032,9122062116,6118430299,1001961762,orange
24,18,6,2656608303,9445239715,6285312759,1163796525,orange
9,11,8,2485903405,9439000473,6559236744,11178037340000000,orange
31,8,7,3451465139,9363812684,7163245982,1035684926,orange
22,17,5,2412188673,9072351622,6945562889,102835632,orange
13,5,8,2385340379,9010522549,7474710503,103923226,orange
16,8,9,2460297538,9128408653,7601189842999990,1112948115,orange
4,13,6,1563211033,9425966183,75611432239999900,1014705704,orange
0,25,14,1933516809,9197978938,6361671475,116450422,orange
8,7,10,282620488,9198317355,6929216014,1052132259,orange
4,23,5,2267594476,9336348717,7477935216,1103332655,orange
33,14,8,2103200078,929641969,7684420446,1106823944,orange
30,7,15,3323453301,9106053924,7825531916,1157659902,orange
21,29,12,2230318989,9215987039,6438668989,1173688104,orange
11,14,5,1150322938,948933184,6946354724,11556837759999900,orange
9,8,15,1434320488,9435734702,7994465371,11022231229999900,orange
5,18,14,33105698100000000,9348447453,7434118807000000,1191709113,orange
29,25,14,3049183837,904582865,7781988584,1133302105,orange
33,12,15,3025578031,9203272799,6052318465,1167173125,orange
8,16,6,1222816189,9026457428,7106650373,1084161706,orange
15,14,8,1001081312,9022399223,622094286,1193941064,orange
16,7,8,2279196751,9060901895,6420457311,1165084074,orange
0,12,7,2018432263,9065458473,6969249676,1168130969,orange
5,25,6,3072119881,9401331956,60113021810000000,1068118019,orange
6,8,11,2435590861,9239651663,6600948787999990,1196946577,orange
10,5,5,2121306973,9135349216,7817846496,1129834361,orange
1,17,6,1078689755,9138411917,68198271,1175293447,orange
1,30,10,1189925671,9134663797,7291405641,1035771468,orange
0,23,15,2256664172,9337488907,7598729065,1098585753,orange
24,27,9,1886883219,9324688124,6157135092000000,1193936976,orange
36,11,13,1734083741,9304897191,71917274,1127194284,orange
40,21,8,3490665289,9287820148,7418761774,1021906333,orange
40,22,6,2453610067,9190997228,6488221135,1159787989,orange
32,18,13,138377282,9174780462,6044167236,1079873218,orange
9,10,10,223551049,9352211892,6010391864,1015164589,orange
13,16,8,3474004942,9312316972,6949838549,1001967854,orange
15,9,11,1154785707,9414861001,7907956251,10882891709999900,orange
29,11,5,2313338811,9194670335,7639788459,1044224145,orange
1,15,9,2998364695,9455239717,753350946,1153560318,orange
18,5,11,2087947369,9093756231,6251586885,1024550786,orange
14,22,9,1724944623,9113772765,6543191814,11250905159999900,orange
33,15,7,1583388699,9168293851,7651225301,1097571416,orange
4,6,7,2301014302,9111764246,6708889665,1126738296,orange
17,16,14,1639624284,9218151927,6625538653,102944161,orange
12,20,10,2445132792,9310527686,6528354932,1094711098,orange
34,29,8,3187859192,9115248149,6450640306,1053437825,orange
39,28,10,3134920143,9148247612,7181907673,1091549823,orange
31,25,12,1805142392,9003969587,7016482298,1117793889,orange
12,6,8,3084835031,9286773675,6388617138,1074142681,orange
12,29,13,2245616931,9152781832,757125447,1180069295,orange
26,11,11,1370319166,9095589386,7609348255,1062944879,orange
19,24,15,2048954522,9372485075,7137136973,11183919509999900,orange
39,21,9,1320844373,9402769434,6354022554,1062696156,orange
16,29,13,3231944397,9367804556,6196907944,1176236473,orange
36,29,13,2068185224,9091510525,7829507245,1097513927,orange
37,23,12,3152675982,9050621806,6395258356,1131169398,orange
39,9,15,2535467646,9181183218,7992041984,1167555937,orange
31,5,14,1766545409,9169865887,6583411671,1106857506,orange
18,12,8,1259093977,9181668769,6206053072,11939167179999900,orange
20,20,10,1186631922,9368394562,6976997772000000,106060149,orange
5,8,5,1103367937,9222706805,6562594972,1127715925,orange
20,8,12,252990432,9496419851,7260416405,1179733424,orange
25,21,11,3223797837,9015406807,6460044777999990,1047052254,orange
14,19,14,1768408797,9435815354,6699164936,1080638166,orange
37,18,12,102708877,9019147747,7401121811,10669552040000000,orange
26,15,6,1722034507,9478797376,6912033409,1080054343,orange
13,22,5,19667056,9050096668,7764040111,1001737964,orange
32,25,9,1035609594,9375652041,7796034006,1011456947,orange
19,7,9,27255435,9171369387,6969883482999990,101139435,orange
28,7,9,34591784600000000,9213229786,6730757538,1155650287,orange
24,30,11,3239523995,9451768464,6601395755,11325373,orange
7,17,10,1016431299,9122320999,6465913274,106362551,orange
18,23,8,2149118657,9343949693,641354791,1014819888,orange
7,20,12,1653460397,9476759975,6475275337,1100447896,orange
20,23,11,31852069399999900,9012220323,6407715561,1099455062,orange
18,14,11,2804799508,9000621688,6550814117000000,1171311498,orange
34,11,10,3175048899,9459551226,736220835,1151989301,orange
20,29,10,2907412717,9327189064,736549204,1007896871,orange
37,24,13,1914381903,9071037456,78546243,1080230792,orange
12,8,10,1614820285,914448027,7995848977,1074287664,orange
34,10,14,3405296914,9205811721,6725600855,1168020848,orange
6,13,9,3451423957,9056151463,7786725333,11832719679999900,orange
27,30,5,3271748548,9054608254,7656978112000000,113328978,orange
13,8,12,2516296632,9254736032,7105904818,1143117197,orange
6,7,7,2768167318,9447316879,7199106204,1139995146,orange
40,17,15,2135093384,909492967,7871063004,1070862095,orange
31,26,9,1169894639,9325638873,7566165721,1032005992,orange
61,68,50,3521462816,9149725058,67932454170000000,2430745066,papaya
58,46,45,4239413392,9079028064,6576261427,8846607497,papaya
45,47,55,384191628,9114220381,6751452932,1192653877,papaya
39,65,53,3533294932,9211508608,6560743092999990,2356133585,papaya
31,68,45,4292325255,9007600528,6938313356,1962408242,papaya
70,68,45,3383508569,9285470152,6991626158,2034044028,papaya
68,62,50,3320258348,9276437927,6977700268,1975282582,papaya
34,65,47,2348546973,9371043692,6833768535,1917760562,papaya
38,68,54,2933710543,9081781439,6739170045,2020572747,papaya
69,64,47,4021199348,9450766912,6993473247000000,1866762324,papaya
58,51,47,4213473976,9170445386,6757470637000000,197402901,papaya
59,47,53,3286316618,914618874,68506632320000000,47271547,papaya
44,64,54,2980744318,9138048469,674274935,2327046126,papaya
56,57,48,3156213762,930484859,6506120752,6362250788,papaya
69,60,54,3632268069,9306134398,698992719,1411736926,papaya
56,58,49,3713165026,9460761797,669215564,17247880619999900,papaya
49,55,53,384418717,9363739039,6544029776,7771566883,papaya
38,51,52,3266160599,9078931681,6927803911,7885085502,papaya
54,65,47,2792765919,9155594211,6721835879,14991075569999900,papaya
57,57,51,3901793345,9148815629,699223441,1058841531,papaya
39,52,53,3251247398,9465904123,6704204398,5107048113,papaya
58,67,45,3872382798,9172514851,6702424548,6262377075,papaya
61,64,52,4330204933,9283405443,6641098708,110562229,papaya
34,62,55,2758548913,9072526502,6585346229,2385008779,papaya
31,48,45,4078881819,9290951393,6563134737,1327923586,papaya
47,46,52,2319451074,9140301608,6502289472999990,2063999208,papaya
32,68,52,3268067385,9261715632,6800321319,2488592986,papaya
36,59,46,3428879307,9361082872,6721130542999990,1272509777,papaya
61,51,51,3930050027,9416193416,6574677594,1209512466,papaya
70,54,46,3973149053,9112220596,6919342407,1227628653,papaya
44,56,49,3923342464,9125589286,6519779582999990,644478499,papaya
34,68,51,2734734861,9417756725,6687088097999990,4035153141,papaya
50,59,47,4076998685,9209278584,6747975732,2098678411,papaya
39,70,52,2626559543,9079668055,665149129,5949373381,papaya
34,61,49,2812971499,933210737,6502675132,1178201907,papaya
44,60,55,342804607,9055561637,6825371185,9854047745,papaya
31,62,52,337960155,9300754254,699104104,182026807,papaya
65,62,51,3153243779,9087394933,65116248410000000,2070735119,papaya
44,57,53,4230495821,9051431779,693172108,74876786,papaya
50,47,48,2463676897,9061964344,6712772332999990,2182299187,papaya
43,50,48,2828222883,9137059792,663016515,17927208069999900,papaya
60,46,53,2448620746,9298254537,6761953186,18349095,papaya
70,68,55,4284609252,9463548176,6691202286,7880996390000000,papaya
59,62,52,4367549305,9310887229,66086676839999900,1038235658,papaya
60,58,51,4207213781,9292203105,6840802254,1657412972,papaya
42,60,47,3346873719,9212746225,6834808347999990,1368277041,papaya
35,66,47,317018373,9166232213,6953439161,4883810592,papaya
34,65,48,4141968393,9003863107,6665024507999990,1993096432,papaya
36,54,46,4254744013,9494482086,6662875839,21441038480000000,papaya
39,64,52,2891842453,9463676767,6678695788,6368794608,papaya
37,52,47,4308022702,9390305729,654277684,2118529059,papaya
33,47,46,2920300896,9396834049,6839443833,2094083305,papaya
34,48,48,4104224355,9137258067,6805277038,181527598,papaya
49,54,50,2562446619,9318240298,6762522087000000,9726336657,papaya
40,65,49,3532876402,9106138506,6678449317999990,1639069365,papaya
68,52,49,2442561272,9227749066,6577192175,6335298768,papaya
50,46,52,3118298415,9021646909,6734005647999990,5401872359,papaya
65,63,50,3188342554,913256535,6524459342,7927201575,papaya
40,49,47,4293368602,911756748,6501521192,24636132680000000,papaya
42,53,48,2311407669,9431994776,6758479569,2315153161,papaya
49,55,51,2487212063,9390560147,6676578778,13516945249999900,papaya
59,62,49,4336051537,9335191636,6941496806,114778071,papaya
63,58,47,2683054058,9075379971,6864143752,14466564440000000,papaya
70,65,52,3042012134,9312659793,6583528529,7595295,papaya
63,50,52,2864555584,9322642604,6751747609,1158163936,papaya
40,64,47,3250037548,9347888842,6893509446,7173759526,papaya
63,58,50,4303714283,946428898,6720744449,415856585,papaya
45,58,49,3010773379,9034546355,6827812549,7524521981,papaya
66,69,47,2369212243,9361055571,6912299695,8753393983,papaya
54,67,52,3567667332,9330641944,6586107335,1413381168,papaya
69,67,52,2771948962,9443877142,6827305908,8283061083,papaya
67,68,49,3526824831,9238282957,6821774589,1498488208,papaya
45,57,47,2316855863,9078821158,6656458831,16168920930000000,papaya
56,50,52,3308706051,9225197542,6770384816,881300769,papaya
70,50,53,374620912,9044967809,6933809742999990,1723458448,papaya
44,47,45,3873218907,9473613484,6579441304,218142147,papaya
50,60,47,3257720726,9274889453,692791761,937942847,papaya
52,51,53,3838231475,9310378595,6985804083,2102735346,papaya
35,68,45,4293605359,9009448142,6612429546,2348466111,papaya
68,69,52,2565492304,9274501561,6813383387000000,5295477913,papaya
32,55,52,3758899717,9199740365,6967759599999990,1596577388,papaya
32,55,51,2960718808,9315642801,657398033,6268710535,papaya
48,62,47,2534756111,9302871078,6803094965,17440123369999900,papaya
39,69,53,259300384,9302357765,6964955435,2418202079,papaya
49,61,45,3276795887,9457377401,6764213299,2404795923,papaya
48,57,54,2902328049,9020396783,6617703177999990,1268069869,papaya
69,66,49,4000439101,9017015833,652711001,9211877372,papaya
53,55,55,3332315744,9125271223,6709668804,234496633,papaya
38,61,52,3122790131,9494021378,6620729882000000,4644279118,papaya
57,64,55,2668386496,929585411,65837604989999900,6250689682,papaya
51,57,55,2470528368,9014732171,66764073370000000,1084103158,papaya
56,65,45,382016825,9397379963,6751298936,21809088140000000,papaya
54,66,52,3656769731,9379503425,6867554147000000,1044218596,papaya
58,55,47,2605375792,9369111672,67424900270000000,2406863901,papaya
68,70,54,3129986342,9276039164,6986228647000000,5477830202,papaya
42,59,55,4010207731,9435110201,6979102243,1491199989,papaya
43,64,47,3858954491,9158076549,68256647820000000,1022708231,papaya
35,67,49,4131330062,911508798,6617066674,2397427554,papaya
56,59,55,3703551903,9179430166,6551892637999990,1885181422,papaya
39,64,53,23012401800000000,9107355541,6598860305,2083357976,papaya
18,30,29,26762749300000000,9286056895,64200187170000000,2245903664,coconut
37,23,28,2561294367,943138837,57400545670000000,2243206759,coconut
13,28,33,28130115000000000,9564807631,5686972967000000,1510761899,coconut
2,21,35,2502887163,9153720922,6293662362999990,1798248944,coconut
10,18,35,2779797651,9964573002,6381975465,1816942283,coconut
7,11,32,2925902906,9511294697,55421691389999900,1847624496,coconut
